"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 05 00:31:15 UTC 2025","Sat Jul 05 00:32:06 UTC 2025","51440","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Manager cannot change Admin role to User","
Invite member1 with Manager role. Invite member2 with Admin role.
Verify that:
    - Manager cannot change user role from Admin to User
"
"passed","Sat Jul 05 00:49:04 UTC 2025","Sat Jul 05 00:49:30 UTC 2025","26222","UI Tests","UI Signup","TestUISignup","","","Invite not registered user as user to organization",""
"passed","Sat Jul 05 00:26:16 UTC 2025","Sat Jul 05 00:26:48 UTC 2025","31408","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Admin cannot demote himself to Manager","
Invite member with Admin role.
Verify that:
    - Admin cannot demote himself to Manager
"
"passed","Sat Jul 05 00:33:05 UTC 2025","Sat Jul 05 00:33:38 UTC 2025","33272","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Manager cannot demote himself to User","
Invite member with Manager role.
Verify that:
    - Manager cannot demote himself to User
"
"passed","Sat Jul 05 00:24:06 UTC 2025","Sat Jul 05 00:24:58 UTC 2025","51337","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Admin can change Admin role to User","
Invite member with Admin role.
Verify that:
    - Admin can change user role from Admin to User
    - User after changing role from Admin to User:
        - Cannot access organization Settings
        - Cannot access organization Billing
"
"passed","Sat Jul 05 00:27:47 UTC 2025","Sat Jul 05 00:28:57 UTC 2025","70005","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Manager cannot change User role to Admin","
Invite member1 with Manager role. Invite member2 with User role.
Verify that:
    - Manager cannot change user role from User to Admin
"
"passed","Sat Jul 05 00:21:22 UTC 2025","Sat Jul 05 00:21:53 UTC 2025","30808","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Admin can change User role to Manager","
Invite member with User role.
Verify that:
    - Admin can change user role from User to Manager
    - User after changing role from User to Manager:
        - Can access organization Settings
        - Can access organization Billing
"
"passed","Sat Jul 05 00:48:45 UTC 2025","Sat Jul 05 00:48:48 UTC 2025","3047","UI Tests","UI Login","TestUILogin","","","New user successful login",""
"passed","Sat Jul 05 00:42:40 UTC 2025","Sat Jul 05 00:43:06 UTC 2025","25413","UI Tests","UI Organization Roles Access","TestUIOrganizationRolesAccess","","","Verify invited Admin can access organization billing","
Invite member with Admin role.
Verify that user:
    - Can access organization Billing
"
"passed","Sat Jul 05 00:42:10 UTC 2025","Sat Jul 05 00:42:35 UTC 2025","25724","UI Tests","UI Organization Roles Access","TestUIOrganizationRolesAccess","","","Verify invited Admin can access organization settings","
Invite member with Admin role.
Verify that user:
    - Can access organization Settings
"
"passed","Sat Jul 05 00:47:17 UTC 2025","Sat Jul 05 00:47:57 UTC 2025","39981","UI Tests","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite member that NOT in organization to project via UI",""
"passed","Sat Jul 05 00:25:38 UTC 2025","Sat Jul 05 00:26:12 UTC 2025","33305","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Admin cannot demote himself to User","
Invite member with Admin role.
Verify that:
    - Admin cannot demote himself to User
"
"passed","Sat Jul 05 00:48:16 UTC 2025","Sat Jul 05 00:48:41 UTC 2025","24615","UI Tests","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite not registered user to project via UI",""
"passed","Sat Jul 05 00:38:36 UTC 2025","Sat Jul 05 00:39:33 UTC 2025","57858","UI Tests","UI Organization Remove Members","TestUIOrganizationRemoveMembers","","","Verify Manager cannot remove Admin from organization","
Invite member1 with Manager role. Invite member2 with Admin role.
Verify that:
    - Manager cannot remove another Admin from organization
"
"passed","Sat Jul 05 00:26:53 UTC 2025","Sat Jul 05 00:27:42 UTC 2025","49340","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Manager can change User role to Manager","
Invite member1 with Manager role. Invite member2 with User role.
Verify that:
    - Manager can change user role from User to Manager
    - User after changing role from User to Manager:
        - Can access organization Settings
        - Can access organization Billing
"
"skipped","Sat Jul 05 00:20:34 UTC 2025","Sat Jul 05 00:20:40 UTC 2025","5620","tests.test_cases.tests_cli","CLI Organization Structure Setup","TestCLIOrganizationStructureSetup","","","User creates a first organization via CLI",""
