"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 04 00:25:31 UTC 2025","Fri Jul 04 00:26:12 UTC 2025","41235","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite member of organization to project via UI",""
"skipped","Fri Jul 04 00:21:33 UTC 2025","Fri Jul 04 00:21:37 UTC 2025","4090","tests.test_cases.tests_cli","CLI Organization Structure Setup","TestCLIOrganizationStructureSetup","","","User creates a first organization via CLI",""
"passed","Fri Jul 04 00:21:26 UTC 2025","Fri Jul 04 00:21:27 UTC 2025","1151","tests.test_cases.tests_cli","CLI Login","TestCLILogin","","","User logs in to Apolo CLI with auth token and verifies login success",""
"passed","Fri Jul 04 00:21:43 UTC 2025","Fri Jul 04 00:22:13 UTC 2025","29597","tests.test_cases.tests_e2e","Apolo CLI Hello World Job Verification","TestHelloWorldJob","","","Run Hello World Job and Validate UI and CLI Results",""
"passed","Fri Jul 04 00:27:47 UTC 2025","Fri Jul 04 00:28:15 UTC 2025","28091","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","Invite not registered user as user to organization",""
"passed","Fri Jul 04 00:28:20 UTC 2025","Fri Jul 04 00:28:49 UTC 2025","29075","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","Invite not registered user to organization with default project via UI",""
"passed","Fri Jul 04 00:27:05 UTC 2025","Fri Jul 04 00:27:23 UTC 2025","17434","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite not registered user to project via UI",""
"passed","Fri Jul 04 00:23:32 UTC 2025","Fri Jul 04 00:24:01 UTC 2025","28741","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite user with organization to organization via UI",""
"passed","Fri Jul 04 00:22:17 UTC 2025","Fri Jul 04 00:22:25 UTC 2025","8158","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Create First Organization via UI",""
"passed","Fri Jul 04 00:24:53 UTC 2025","Fri Jul 04 00:25:26 UTC 2025","32701","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create Create second project via UI",""
"passed","Fri Jul 04 00:22:30 UTC 2025","Fri Jul 04 00:22:55 UTC 2025","25009","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite registered user without organization to organization via UI",""
"passed","Fri Jul 04 00:26:16 UTC 2025","Fri Jul 04 00:26:48 UTC 2025","31981","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite member that NOT in organization to project via UI",""
"passed","Fri Jul 04 00:22:59 UTC 2025","Fri Jul 04 00:23:27 UTC 2025","27491","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite registered user without organization to organization with default project via UI",""
"passed","Fri Jul 04 00:24:18 UTC 2025","Fri Jul 04 00:24:29 UTC 2025","11606","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create First Project from main page via UI",""
"failed","Fri Jul 04 00:24:34 UTC 2025","Fri Jul 04 00:24:49 UTC 2025","14482","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create First Project from top pane of main via UI",""
"passed","Fri Jul 04 00:27:33 UTC 2025","Fri Jul 04 00:27:45 UTC 2025","12097","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","New user successful signup",""
"passed","Fri Jul 04 00:27:27 UTC 2025","Fri Jul 04 00:27:31 UTC 2025","3845","tests.test_cases.tests_ui","UI Login","TestUILogin","","","New user successful login",""
