"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 27 09:45:28 UTC 2025","Sun Jul 27 09:46:46 UTC 2025","78353","UI Tests","UI Secrets","TestUISecrets","","","Delete Secret via UI","
Verify that:
    - User can delete Secret
"
"passed","Sun Jul 27 09:40:50 UTC 2025","Sun Jul 27 09:41:36 UTC 2025","46114","UI Tests","UI Secrets","TestUISecrets","","","Create First Secret without project via UI","
Verify that:
    - User cannot create first Secret if no project created yet
"
"passed","Sun Jul 27 09:41:44 UTC 2025","Sun Jul 27 09:42:35 UTC 2025","50909","UI Tests","UI Secrets","TestUISecrets","","","Create First Secret via UI","
Verify that:
    - User can create first Secret after project created
"
"passed","Sun Jul 27 09:42:42 UTC 2025","Sun Jul 27 09:43:47 UTC 2025","65349","UI Tests","UI Secrets","TestUISecrets","","","Create Second Secret via UI","
Verify that:
    - User can create second Secret
"
"passed","Sun Jul 27 09:43:54 UTC 2025","Sun Jul 27 09:45:21 UTC 2025","87072","UI Tests","UI Secrets","TestUISecrets","","","Search Secret via UI","
Verify that:
    - User can Search for secret
"
