"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 09:58:57 UTC 2025","Fri Jun 27 09:59:23 UTC 2025","25732","tests.test_cases.tests_e2e","Apolo CLI Hello World Job Verification","TestHelloWorldJob","","","Run Hello World Job and Validate UI and CLI Results",""
"passed","Fri Jun 27 10:01:32 UTC 2025","Fri Jun 27 10:01:44 UTC 2025","11762","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create First Project from main page via UI",""
"passed","Fri Jun 27 10:02:32 UTC 2025","Fri Jun 27 10:03:10 UTC 2025","38639","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite member of organization to project via UI",""
"passed","Fri Jun 27 09:58:38 UTC 2025","Fri Jun 27 09:58:40 UTC 2025","1469","tests.test_cases.tests_cli","CLI Login","TestCLILogin","","","User logs in to Apolo CLI with auth token and verifies login success",""
"passed","Fri Jun 27 10:04:07 UTC 2025","Fri Jun 27 10:04:24 UTC 2025","17155","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite not registered user to project via UI",""
"passed","Fri Jun 27 10:05:25 UTC 2025","Fri Jun 27 10:05:56 UTC 2025","31264","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","Invite not registered user to organization with default project via UI",""
"skipped","Fri Jun 27 09:58:46 UTC 2025","Fri Jun 27 09:58:52 UTC 2025","5374","tests.test_cases.tests_cli","CLI Organization Structure Setup","TestCLIOrganizationStructureSetup","","","User creates a first organization via CLI",""
"passed","Fri Jun 27 10:03:16 UTC 2025","Fri Jun 27 10:03:49 UTC 2025","33120","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite member that NOT in organization to project via UI",""
"passed","Fri Jun 27 10:00:44 UTC 2025","Fri Jun 27 10:01:12 UTC 2025","28197","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite user with organization to organization via UI",""
"passed","Fri Jun 27 10:04:51 UTC 2025","Fri Jun 27 10:05:20 UTC 2025","28708","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","Invite not registered user as user to organization",""
"passed","Fri Jun 27 10:02:08 UTC 2025","Fri Jun 27 10:02:27 UTC 2025","18521","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create Create second project via UI",""
"passed","Fri Jun 27 10:01:49 UTC 2025","Fri Jun 27 10:02:03 UTC 2025","14129","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create First Project from top pane of main via UI",""
"passed","Fri Jun 27 10:04:36 UTC 2025","Fri Jun 27 10:04:49 UTC 2025","13607","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","New user successful signup",""
"passed","Fri Jun 27 09:59:41 UTC 2025","Fri Jun 27 10:00:06 UTC 2025","24491","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite registered user without organization to organization via UI",""
"passed","Fri Jun 27 10:00:11 UTC 2025","Fri Jun 27 10:00:38 UTC 2025","27656","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite registered user without organization to organization with default project via UI",""
"passed","Fri Jun 27 09:59:27 UTC 2025","Fri Jun 27 09:59:36 UTC 2025","8287","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Create First Organization via UI",""
"passed","Fri Jun 27 10:04:30 UTC 2025","Fri Jun 27 10:04:33 UTC 2025","3910","tests.test_cases.tests_ui","UI Login","TestUILogin","","","New user successful login",""
