"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 10:03:18 UTC 2025","Fri Jun 27 10:03:31 UTC 2025","12317","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create First Project from main page via UI",""
"passed","Fri Jun 27 10:06:37 UTC 2025","Fri Jun 27 10:07:06 UTC 2025","28734","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","Invite not registered user as user to organization",""
"passed","Fri Jun 27 10:00:25 UTC 2025","Fri Jun 27 10:00:27 UTC 2025","1330","tests.test_cases.tests_cli","CLI Login","TestCLILogin","","","User logs in to Apolo CLI with auth token and verifies login success",""
"passed","Fri Jun 27 10:03:36 UTC 2025","Fri Jun 27 10:03:48 UTC 2025","12114","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create First Project from top pane of main via UI",""
"passed","Fri Jun 27 10:03:53 UTC 2025","Fri Jun 27 10:04:11 UTC 2025","18162","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create Create second project via UI",""
"passed","Fri Jun 27 10:04:17 UTC 2025","Fri Jun 27 10:04:56 UTC 2025","39401","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite member of organization to project via UI",""
"passed","Fri Jun 27 10:05:54 UTC 2025","Fri Jun 27 10:06:10 UTC 2025","16354","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite not registered user to project via UI",""
"passed","Fri Jun 27 10:01:13 UTC 2025","Fri Jun 27 10:01:22 UTC 2025","8249","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Create First Organization via UI",""
"passed","Fri Jun 27 10:00:45 UTC 2025","Fri Jun 27 10:01:08 UTC 2025","23458","tests.test_cases.tests_e2e","Apolo CLI Hello World Job Verification","TestHelloWorldJob","","","Run Hello World Job and Validate UI and CLI Results",""
"passed","Fri Jun 27 10:01:27 UTC 2025","Fri Jun 27 10:01:51 UTC 2025","23882","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite registered user without organization to organization via UI",""
"passed","Fri Jun 27 10:05:02 UTC 2025","Fri Jun 27 10:05:36 UTC 2025","34121","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite member that NOT in organization to project via UI",""
"passed","Fri Jun 27 10:07:11 UTC 2025","Fri Jun 27 10:07:43 UTC 2025","31864","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","Invite not registered user to organization with default project via UI",""
"passed","Fri Jun 27 10:02:30 UTC 2025","Fri Jun 27 10:03:00 UTC 2025","30011","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite user with organization to organization via UI",""
"passed","Fri Jun 27 10:06:16 UTC 2025","Fri Jun 27 10:06:19 UTC 2025","3734","tests.test_cases.tests_ui","UI Login","TestUILogin","","","New user successful login",""
"passed","Fri Jun 27 10:06:22 UTC 2025","Fri Jun 27 10:06:34 UTC 2025","12570","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","New user successful signup",""
"passed","Fri Jun 27 10:01:56 UTC 2025","Fri Jun 27 10:02:25 UTC 2025","29072","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite registered user without organization to organization with default project via UI",""
"skipped","Fri Jun 27 10:00:33 UTC 2025","Fri Jun 27 10:00:39 UTC 2025","6072","tests.test_cases.tests_cli","CLI Organization Structure Setup","TestCLIOrganizationStructureSetup","","","User creates a first organization via CLI",""
