"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 26 19:17:11 UTC 2025","Thu Jun 26 19:17:44 UTC 2025","33429","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite member that NOT in organization to project via UI",""
"passed","Thu Jun 26 19:13:00 UTC 2025","Thu Jun 26 19:13:24 UTC 2025","23077","tests.test_cases.tests_e2e","Apolo CLI Hello World Job Verification","TestHelloWorldJob","","","Run Hello World Job and Validate UI and CLI Results",""
"passed","Thu Jun 26 19:14:12 UTC 2025","Thu Jun 26 19:14:41 UTC 2025","28735","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite registered user without organization to organization with default project via UI",""
"passed","Thu Jun 26 19:16:28 UTC 2025","Thu Jun 26 19:17:06 UTC 2025","37561","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite member of organization to project via UI",""
"passed","Thu Jun 26 19:15:32 UTC 2025","Thu Jun 26 19:15:44 UTC 2025","11926","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create First Project from main page via UI",""
"passed","Thu Jun 26 19:13:41 UTC 2025","Thu Jun 26 19:14:08 UTC 2025","26866","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite registered user without organization to organization via UI",""
"passed","Thu Jun 26 19:19:21 UTC 2025","Thu Jun 26 19:19:51 UTC 2025","30321","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","Invite not registered user to organization with default project via UI",""
"passed","Thu Jun 26 19:15:48 UTC 2025","Thu Jun 26 19:16:01 UTC 2025","12169","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create First Project from top pane of main via UI",""
"skipped","Thu Jun 26 19:12:50 UTC 2025","Thu Jun 26 19:12:55 UTC 2025","4929","tests.test_cases.tests_cli","CLI Organization Structure Setup","TestCLIOrganizationStructureSetup","","","User creates a first organization via CLI",""
"passed","Thu Jun 26 19:14:46 UTC 2025","Thu Jun 26 19:15:14 UTC 2025","28492","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite user with organization to organization via UI",""
"passed","Thu Jun 26 19:18:25 UTC 2025","Thu Jun 26 19:18:29 UTC 2025","4110","tests.test_cases.tests_ui","UI Login","TestUILogin","","","New user successful login",""
"passed","Thu Jun 26 19:16:05 UTC 2025","Thu Jun 26 19:16:24 UTC 2025","18391","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create Create second project via UI",""
"passed","Thu Jun 26 19:12:43 UTC 2025","Thu Jun 26 19:12:45 UTC 2025","1199","tests.test_cases.tests_cli","CLI Login","TestCLILogin","","","User logs in to Apolo CLI with auth token and verifies login success",""
"passed","Thu Jun 26 19:18:03 UTC 2025","Thu Jun 26 19:18:20 UTC 2025","17317","tests.test_cases.tests_ui","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite not registered user to project via UI",""
"passed","Thu Jun 26 19:18:46 UTC 2025","Thu Jun 26 19:19:16 UTC 2025","29959","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","Invite not registered user as user to organization",""
"passed","Thu Jun 26 19:18:31 UTC 2025","Thu Jun 26 19:18:44 UTC 2025","12356","tests.test_cases.tests_ui","UI Signup","TestUISignup","","","New user successful signup",""
"passed","Thu Jun 26 19:13:28 UTC 2025","Thu Jun 26 19:13:36 UTC 2025","7938","tests.test_cases.tests_ui","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Create First Organization via UI",""
